icon_id,set_id,set_name,label,category,normalized_path,foreground_area_ratio,canny_edge_density,connected_components,quadtree_leaf_count,quadtree_structural_variability,quadtree_mean_leaf_size
3e11b44e18229d29,04_ocha_humanitarian_icons,OCHA Humanitarian Icons,assessment,iconsets,icon_data/normalized_256/04_ocha_humanitarian_icons/assessment__3e11b44e1822.png,0.624725341796875,0.036102294921875,3.0,1285.0,0.313720703125,51.000778210116735
3e3f6aec88b8f4da,07_arasaac_pictograms,ARASAAC Pictograms,mushroom,fungus; plant-based food,icon_data/normalized_256/07_arasaac_pictograms/10220__3e3f6aec88b8.png,0.5062255859375,0.0330657958984375,1.0,544.0,0.1328125,120.47058823529412
3eabac93a39659c9,07_arasaac_pictograms,ARASAAC Pictograms,put on trousers,verb; clothes; routine,icon_data/normalized_256/07_arasaac_pictograms/10180__3eabac93a396.png,0.3232879638671875,0.05950927734375,2.0,775.0,0.189208984375,84.56258064516129
3ed5a9cb77d0cad6,09_universal_symbols_healthcare_webfont,Universal Symbols Healthcare Webfont,i alternative complementary,healthcare wayfinding,icon_data/normalized_256/09_universal_symbols_healthcare_webfont/i_alternative_complementary__3ed5a9cb77d0.png,0.984375,0.0438232421875,1.0,1.0,0.000244140625,65536.0
3ee6ebc731d8e10f,04_ocha_humanitarian_icons,OCHA Humanitarian Icons,document,iconsets,icon_data/normalized_256/04_ocha_humanitarian_icons/document__3ee6ebc731d8.png,0.73046875,0.025146484375,1.0,376.0,0.091796875,174.29787234042553
3f6ea388c0d2f0f4,05_mulberry_symbols,Mulberry Symbols,Zero,iconsets,icon_data/normalized_256/05_mulberry_symbols/zero__3f6ea388c0d2.png,0.1417083740234375,0.013702392578125,1.0,523.0,0.127685546875,125.30783938814531
3f7239a92c820040,04_ocha_humanitarian_icons,OCHA Humanitarian Icons,confinement,iconsets,icon_data/normalized_256/04_ocha_humanitarian_icons/confinement__3f7239a92c82.png,0.574432373046875,0.0280914306640625,3.0,781.0,0.190673828125,83.91293213828425
3fa390e2e0a734b8,12_iso_15223_medical_device_symbols,ISO 15223 Medical Device Symbols,ce bsi,medical device label,icon_data/normalized_256/12_iso_15223_medical_device_symbols/ce_bsi__3fa390e2e0a7.png,0.2303619384765625,0.029510498046875,6.0,1066.0,0.26025390625,61.47842401500938
3fc360c5c4e56a82,11_iso_7010_safety_signs,ISO 7010 Safety Signs,ISO 7010 W019,iconsets,icon_data/normalized_256/11_iso_7010_safety_signs/iso_7010_w019__3fc360c5c4e5.png,0.875,0.051025390625,1.0,88.0,0.021484375,744.7272727272727
405f3b69c6df5079,10_openmoji,OpenMoji,flag: Angola,flags / country-flag,icon_data/normalized_256/10_openmoji/1f1e6_1f1f4__405f3b69c6df.png,0.5166015625,0.0280303955078125,1.0,556.0,0.1357421875,117.87050359712231
40e393bed618cc42,02_aiga_dot_symbol_signs,AIGA/DOT Symbol Signs,Aiga bar,,icon_data/normalized_256/02_aiga_dot_symbol_signs/aiga_bar__40e393bed618.png,0.408111572265625,0.0152587890625,1.0,496.0,0.12109375,132.1290322580645
419fcc4f4a0d15e4,04_ocha_humanitarian_icons,OCHA Humanitarian Icons,car,iconsets,icon_data/normalized_256/04_ocha_humanitarian_icons/car__419fcc4f4a0d.png,0.85546875,0.022552490234375,1.0,376.0,0.091796875,174.29787234042553
41b35984d0dd61ce,05_mulberry_symbols,Mulberry Symbols,D,iconsets,icon_data/normalized_256/05_mulberry_symbols/d__41b35984d0dd.png,0.259002685546875,0.0153656005859375,1.0,634.0,0.15478515625,103.36908517350157
4326713e6d159ffb,10_openmoji,OpenMoji,copyleft symbol,extras-unicode / symbol-other,icon_data/normalized_256/10_openmoji/1f12f__4326713e6d15.png,0.3367767333984375,0.030487060546875,2.0,1204.0,0.2939453125,54.43189368770764
439673af454e212d,03_mapbox_maki_icons,Mapbox Maki,dentist,cartography / point of interest,icon_data/normalized_256/03_mapbox_maki_icons/dentist__439673af454e.png,0.603851318359375,0.0,1.0,658.0,0.16064453125,99.59878419452887
43b6dba70187f179,05_mulberry_symbols,Mulberry Symbols,Earth,iconsets,icon_data/normalized_256/05_mulberry_symbols/earth__43b6dba70187.png,0.5366058349609375,0.0577545166015625,1.0,676.0,0.1650390625,96.94674556213018
453de2a0ac7e4646,02_aiga_dot_symbol_signs,AIGA/DOT Symbol Signs,Aiga immigration,,icon_data/normalized_256/02_aiga_dot_symbol_signs/aiga_immigration__453de2a0ac7e.png,0.440399169921875,0.032318115234375,5.0,1051.0,0.256591796875,62.3558515699334
457e289d57f2fdb0,10_openmoji,OpenMoji,OK button,symbols / alphanum,icon_data/normalized_256/10_openmoji/1f197__457e289d57f2.png,0.4473876953125,0.03228759765625,2.0,907.0,0.221435546875,72.25578831312018
45ac5a366407e720,01_mcdougall_symbol_icon_set,McDougall Symbol/Icon Set,McDougall item 63,,icon_data/normalized_256/01_mcdougall_symbol_icon_set/mcdougall_063__45ac5a366407.png,0.0471343994140625,0.017242431640625,5.0,439.0,0.107177734375,149.28473804100227
45c3be26acc9e457,02_aiga_dot_symbol_signs,AIGA/DOT Symbol Signs,20 airtransportation,,icon_data/normalized_256/02_aiga_dot_symbol_signs/20_airtransportation__45c3be26acc9.png,0.2751922607421875,0.01654052734375,1.0,694.0,0.16943359375,94.43227665706051
45d94eaae0a915ae,03_mapbox_maki_icons,Mapbox Maki,hospital,cartography / point of interest,icon_data/normalized_256/03_mapbox_maki_icons/hospital__45d94eaae0a9.png,0.42559814453125,0.00189208984375,1.0,568.0,0.138671875,115.38028169014085
460c2174eba3949a,04_ocha_humanitarian_icons,OCHA Humanitarian Icons,bridge affected,iconsets,icon_data/normalized_256/04_ocha_humanitarian_icons/bridge_affected__460c2174eba3.png,0.4483489990234375,0.0200347900390625,2.0,598.0,0.14599609375,109.59197324414716
463861ba40ca24a5,04_ocha_humanitarian_icons,OCHA Humanitarian Icons,exit cancel,iconsets,icon_data/normalized_256/04_ocha_humanitarian_icons/exit_cancel__463861ba40ca.png,0.4591064453125,0.02606201171875,1.0,772.0,0.1884765625,84.89119170984456
4657cc12d6ccfe09,09_universal_symbols_healthcare_webfont,Universal Symbols Healthcare Webfont,dermatology,healthcare wayfinding,icon_data/normalized_256/09_universal_symbols_healthcare_webfont/dermatology__4657cc12d6cc.png,0.6790313720703125,0.044891357421875,3.0,1027.0,0.250732421875,63.81304771178189
46f16d10f5e6d6d5,04_ocha_humanitarian_icons,OCHA Humanitarian Icons,copy,iconsets,icon_data/normalized_256/04_ocha_humanitarian_icons/copy__46f16d10f5e6.png,0.7109375,0.0274505615234375,1.0,376.0,0.091796875,174.29787234042553
4725eca2750be791,07_arasaac_pictograms,ARASAAC Pictograms,loaf of bread,ultra-processed food; food,icon_data/normalized_256/07_arasaac_pictograms/10232__4725eca2750b.png,0.1657867431640625,0.042205810546875,50.0,691.0,0.168701171875,94.84225759768451
474c426ac73a06b7,01_mcdougall_symbol_icon_set,McDougall Symbol/Icon Set,McDougall item 14,,icon_data/normalized_256/01_mcdougall_symbol_icon_set/mcdougall_014__474c426ac73a.png,0.04058837890625,0.0164947509765625,3.0,487.0,0.118896484375,134.57084188911705
47e3bd73efa382ae,04_ocha_humanitarian_icons,OCHA Humanitarian Icons,child combatant,iconsets,icon_data/normalized_256/04_ocha_humanitarian_icons/child_combatant__47e3bd73efa3.png,0.4396209716796875,0.0283355712890625,3.0,967.0,0.236083984375,67.77249224405378
483ec0cd8c82a61d,04_ocha_humanitarian_icons,OCHA Humanitarian Icons,clinic,iconsets,icon_data/normalized_256/04_ocha_humanitarian_icons/clinic__483ec0cd8c82.png,0.671875,0.02496337890625,1.0,376.0,0.091796875,174.29787234042553
48bdae15a55512d3,03_mapbox_maki_icons,Mapbox Maki,embassy,cartography / point of interest,icon_data/normalized_256/03_mapbox_maki_icons/embassy__48bdae15a555.png,0.4675140380859375,0.0053558349609375,1.0,619.0,0.151123046875,105.8739903069467
48d008bbee732da8,05_mulberry_symbols,Mulberry Symbols,PE class,iconsets,icon_data/normalized_256/05_mulberry_symbols/pe_class__48d008bbee73.png,0.2635498046875,0.05194091796875,4.0,913.0,0.222900390625,71.78094194961665
48d5a56e453c44b1,03_mapbox_maki_icons,Mapbox Maki,communications tower,cartography / point of interest,icon_data/normalized_256/03_mapbox_maki_icons/communications_tower__48d5a56e453c.png,0.5188446044921875,0.0020599365234375,1.0,838.0,0.20458984375,78.20525059665871
490a152480b7c75c,10_openmoji,OpenMoji,flag: Armenia,flags / country-flag,icon_data/normalized_256/10_openmoji/1f1e6_1f1f2__490a152480b7.png,0.5166015625,0.02484130859375,1.0,556.0,0.1357421875,117.87050359712231
49409572af9d9a12,09_universal_symbols_healthcare_webfont,Universal Symbols Healthcare Webfont,i medical records,healthcare wayfinding,icon_data/normalized_256/09_universal_symbols_healthcare_webfont/i_medical_records__49409572af9d.png,0.5381927490234375,0.042205810546875,3.0,979.0,0.239013671875,66.9417773237998
496be26e57a71c65,05_mulberry_symbols,Mulberry Symbols,Puritans,iconsets,icon_data/normalized_256/05_mulberry_symbols/puritans__496be26e57a7.png,0.303924560546875,0.0628509521484375,2.0,1177.0,0.287353515625,55.68054375531011
49837c7b86763fe5,02_aiga_dot_symbol_signs,AIGA/DOT Symbol Signs,Aiga BarberShop BeautySalon,,icon_data/normalized_256/02_aiga_dot_symbol_signs/aiga_barbershop_beautysalon__49837c7b8676.png,0.268890380859375,0.03656005859375,2.0,1213.0,0.296142578125,54.0280296784831
49c1394b5d8d6ecd,07_arasaac_pictograms,ARASAAC Pictograms,taller,qualifying adjective; physical features,icon_data/normalized_256/07_arasaac_pictograms/10193__49c1394b5d8d.png,0.2071990966796875,0.07916259765625,13.0,1300.0,0.3173828125,50.41230769230769
49ca9fbeb665b154,05_mulberry_symbols,Mulberry Symbols,Christmas bell,iconsets,icon_data/normalized_256/05_mulberry_symbols/christmas_bell__49ca9fbeb665.png,0.313720703125,0.0363006591796875,1.0,496.0,0.12109375,132.1290322580645
4a1b6ca0afb93272,10_openmoji,OpenMoji,flag: Côte d’Ivoire,flags / country-flag,icon_data/normalized_256/10_openmoji/1f1e8_1f1ee__4a1b6ca0afb9.png,0.387939453125,0.025482177734375,1.0,820.0,0.2001953125,79.9219512195122
4a8c039921c3bd7d,09_universal_symbols_healthcare_webfont,Universal Symbols Healthcare Webfont,gift shop,healthcare wayfinding,icon_data/normalized_256/09_universal_symbols_healthcare_webfont/gift_shop__4a8c039921c3.png,0.81317138671875,0.0544586181640625,7.0,1489.0,0.363525390625,44.01343183344527
4adf7015d19b2bf8,03_mapbox_maki_icons,Mapbox Maki,arrow,cartography / point of interest,icon_data/normalized_256/03_mapbox_maki_icons/arrow__4adf7015d19b.png,0.4009552001953125,0.0,1.0,454.0,0.11083984375,144.352422907489
4b4bbdf79d238da8,09_universal_symbols_healthcare_webfont,Universal Symbols Healthcare Webfont,i ultrasound,healthcare wayfinding,icon_data/normalized_256/09_universal_symbols_healthcare_webfont/i_ultrasound__4b4bbdf79d23.png,0.4074859619140625,0.0431976318359375,2.0,1486.0,0.36279296875,44.10228802153432
4b6dc51334050530,02_aiga_dot_symbol_signs,AIGA/DOT Symbol Signs,Aiga cashier,,icon_data/normalized_256/02_aiga_dot_symbol_signs/aiga_cashier__4b6dc5133405.png,0.4034576416015625,0.0330657958984375,2.0,1330.0,0.32470703125,49.275187969924815
4be26ff69c9c6903,10_openmoji,OpenMoji,mahjong red dragon,activities / game,icon_data/normalized_256/10_openmoji/1f004__4be26ff69c9c.png,0.173370361328125,0.03167724609375,2.0,1252.0,0.3056640625,52.34504792332268
4c1e7b0088d25b08,04_ocha_humanitarian_icons,OCHA Humanitarian Icons,child protection,iconsets,icon_data/normalized_256/04_ocha_humanitarian_icons/child_protection__4c1e7b0088d2.png,0.4781341552734375,0.029815673828125,4.0,1042.0,0.25439453125,62.89443378119002
4c75666d2961b5ea,10_openmoji,OpenMoji,flag: Åland Islands,flags / country-flag,icon_data/normalized_256/10_openmoji/1f1e6_1f1fd__4c75666d2961.png,0.5166015625,0.03955078125,1.0,556.0,0.1357421875,117.87050359712231
4ce46f5f8d9a06ef,12_iso_15223_medical_device_symbols,ISO 15223 Medical Device Symbols,catalogue number,medical device label,icon_data/normalized_256/12_iso_15223_medical_device_symbols/catalogue_number__4ce46f5f8d9a.png,0.193359375,0.035308837890625,4.0,1462.0,0.35693359375,44.82626538987688
4d2d85998cba96ef,11_iso_7010_safety_signs,ISO 7010 Safety Signs,ISO 7010 W020,iconsets,icon_data/normalized_256/11_iso_7010_safety_signs/iso_7010_w020__4d2d85998cba.png,0.875,0.039947509765625,1.0,88.0,0.021484375,744.7272727272727
4d4a0b83176ec005,03_mapbox_maki_icons,Mapbox Maki,bus,cartography / point of interest,icon_data/normalized_256/03_mapbox_maki_icons/bus__4d4a0b83176e.png,0.5821685791015625,0.0091705322265625,1.0,742.0,0.18115234375,88.3234501347709
4da9e8587f6a7a7e,09_universal_symbols_healthcare_webfont,Universal Symbols Healthcare Webfont,genetics,healthcare wayfinding,icon_data/normalized_256/09_universal_symbols_healthcare_webfont/genetics__4da9e8587f6a.png,0.906646728515625,0.05517578125,1.0,790.0,0.19287109375,82.95696202531646
4de8ea4a98e350d2,08_ghs_hazard_pictograms,GHS Hazard Pictograms,skull and crossbones,chemical hazard,icon_data/normalized_256/08_ghs_hazard_pictograms/skull_and_crossbones__4de8ea4a98e3.png,0.1738739013671875,0.057525634765625,5.0,1453.0,0.354736328125,45.10392291810048
4e6eb33dee2b707c,09_universal_symbols_healthcare_webfont,Universal Symbols Healthcare Webfont,i information us,healthcare wayfinding,icon_data/normalized_256/09_universal_symbols_healthcare_webfont/i_information_us__4e6eb33dee2b.png,0.984375,0.0346832275390625,1.0,1.0,0.000244140625,65536.0
4eb4cb768b20b079,03_mapbox_maki_icons,Mapbox Maki,bridge,cartography / point of interest,icon_data/normalized_256/03_mapbox_maki_icons/bridge__4eb4cb768b20.png,0.4830780029296875,0.003631591796875,1.0,478.0,0.11669921875,137.10460251046024
4eeb438bceeab876,09_universal_symbols_healthcare_webfont,Universal Symbols Healthcare Webfont,imaging alternative ct,healthcare wayfinding,icon_data/normalized_256/09_universal_symbols_healthcare_webfont/imaging_alternative_ct__4eeb438bceea.png,0.9260406494140625,0.0450439453125,1.0,466.0,0.11376953125,140.6351931330472
4efa44c18d385e76,10_openmoji,OpenMoji,UP! button,symbols / alphanum,icon_data/normalized_256/10_openmoji/1f199__4efa44c18d38.png,0.4637451171875,0.03204345703125,2.0,850.0,0.20751953125,77.10117647058823
4f0994ab12ac7442,01_mcdougall_symbol_icon_set,McDougall Symbol/Icon Set,McDougall item 92,,icon_data/normalized_256/01_mcdougall_symbol_icon_set/mcdougall_092__4f0994ab12ac.png,0.05621337890625,0.0060882568359375,1.0,229.0,0.055908203125,286.1834061135371
4f78ac391bcce711,04_ocha_humanitarian_icons,OCHA Humanitarian Icons,cyclone,iconsets,icon_data/normalized_256/04_ocha_humanitarian_icons/cyclone__4f78ac391bcc.png,0.3506011962890625,0.0216217041015625,1.0,778.0,0.18994140625,84.23650385604113
4fcf8b7da52c0823,10_openmoji,OpenMoji,flag: Caribbean Netherlands,flags / country-flag,icon_data/normalized_256/10_openmoji/1f1e7_1f1f6__4fcf8b7da52c.png,0.3901214599609375,0.03460693359375,2.0,991.0,0.241943359375,66.13118062563068
4fd048c30fe0b090,05_mulberry_symbols,Mulberry Symbols,L,iconsets,icon_data/normalized_256/05_mulberry_symbols/l__4fd048c30fe0.png,0.14935302734375,0.0093231201171875,1.0,352.0,0.0859375,186.1818181818182
50803b0fa0bc7dbb,03_mapbox_maki_icons,Mapbox Maki,fire station JP,cartography / point of interest,icon_data/normalized_256/03_mapbox_maki_icons/fire_station_jp__50803b0fa0bc.png,0.3184967041015625,0.0,1.0,562.0,0.13720703125,116.61209964412811
517100f01a1d3fad,02_aiga_dot_symbol_signs,AIGA/DOT Symbol Signs,Aiga heliport,,icon_data/normalized_256/02_aiga_dot_symbol_signs/aiga_heliport__517100f01a1d.png,0.3280181884765625,0.029022216796875,2.0,847.0,0.206787109375,77.37426210153482
517f83a05bb39646,07_arasaac_pictograms,ARASAAC Pictograms,pick up toilet paper,verb; hygiene product,icon_data/normalized_256/07_arasaac_pictograms/10147__517f83a05bb3.png,0.2985992431640625,0.038543701171875,1.0,508.0,0.1240234375,129.00787401574803
51d80cf1656e9432,03_mapbox_maki_icons,Mapbox Maki,campsite,cartography / point of interest,icon_data/normalized_256/03_mapbox_maki_icons/campsite__51d80cf1656e.png,0.4656524658203125,0.00201416015625,1.0,646.0,0.15771484375,101.44891640866874
51ff37d0a730398b,07_arasaac_pictograms,ARASAAC Pictograms,cut the grass,verb; work tool; gardening,icon_data/normalized_256/07_arasaac_pictograms/10151__51ff37d0a730.png,0.65460205078125,0.0735626220703125,1.0,664.0,0.162109375,98.6987951807229
522558cd07f7a859,01_mcdougall_symbol_icon_set,McDougall Symbol/Icon Set,McDougall item 47,,icon_data/normalized_256/01_mcdougall_symbol_icon_set/mcdougall_047__522558cd07f7.png,0.0950927734375,0.0175933837890625,16.0,520.0,0.126953125,126.03076923076924
523874bc6e9471b3,10_openmoji,OpenMoji,flag: Barbados,flags / country-flag,icon_data/normalized_256/10_openmoji/1f1e7_1f1e7__523874bc6e94.png,0.5166015625,0.03076171875,1.0,556.0,0.1357421875,117.87050359712231
52d0b87b5f977080,10_openmoji,OpenMoji,flag: Canada,flags / country-flag,icon_data/normalized_256/10_openmoji/1f1e8_1f1e6__52d0b87b5f97.png,0.392364501953125,0.0303955078125,2.0,898.0,0.21923828125,72.97995545657015
5423a69d6b2b2b86,03_mapbox_maki_icons,Mapbox Maki,animal shelter,cartography / point of interest,icon_data/normalized_256/03_mapbox_maki_icons/animal_shelter__5423a69d6b2b.png,0.5652008056640625,0.0019378662109375,1.0,601.0,0.146728515625,109.04492512479202
545036e4a4a01391,03_mapbox_maki_icons,Mapbox Maki,beach,cartography / point of interest,icon_data/normalized_256/03_mapbox_maki_icons/beach__545036e4a4a0.png,0.3941802978515625,0.0,1.0,733.0,0.178955078125,89.40791268758527
545dac5622ef2473,07_arasaac_pictograms,ARASAAC Pictograms,answer,verb; mass media,icon_data/normalized_256/07_arasaac_pictograms/10176__545dac5622ef.png,0.535552978515625,0.0620574951171875,1.0,580.0,0.1416015625,112.99310344827586
54b2ff95d94940c2,07_arasaac_pictograms,ARASAAC Pictograms,poor,qualifying adjective; economy,icon_data/normalized_256/07_arasaac_pictograms/10209__54b2ff95d949.png,0.2128143310546875,0.0491943359375,1.0,580.0,0.1416015625,112.99310344827586
54b8ad310d3734b4,10_openmoji,OpenMoji,flag: Bahrain,flags / country-flag,icon_data/normalized_256/10_openmoji/1f1e7_1f1ed__54b8ad310d37.png,0.400360107421875,0.027130126953125,1.0,826.0,0.20166015625,79.34140435835351
54c514030b66fffb,10_openmoji,OpenMoji,flag: Argentina,flags / country-flag,icon_data/normalized_256/10_openmoji/1f1e6_1f1f7__54c514030b66.png,0.40350341796875,0.0294189453125,2.0,952.0,0.232421875,68.84033613445378
54f11c59f9368886,02_aiga_dot_symbol_signs,AIGA/DOT Symbol Signs,Aiga toiletsq men,,icon_data/normalized_256/02_aiga_dot_symbol_signs/aiga_toiletsq_men__54f11c59f936.png,0.2285919189453125,0.0186004638671875,2.0,688.0,0.16796875,95.25581395348837
551bcd5a9f4fef12,09_universal_symbols_healthcare_webfont,Universal Symbols Healthcare Webfont,i hearing assistance,healthcare wayfinding,icon_data/normalized_256/09_universal_symbols_healthcare_webfont/i_hearing_assistance__551bcd5a9f4f.png,0.984375,0.03765869140625,1.0,1.0,0.000244140625,65536.0
55a545d5ac9ac8f7,07_arasaac_pictograms,ARASAAC Pictograms,fat,qualifying adjective; physical features,icon_data/normalized_256/07_arasaac_pictograms/10205__55a545d5ac9a.png,0.25335693359375,0.0375823974609375,1.0,514.0,0.12548828125,127.50194552529183
5606829325a28d03,04_ocha_humanitarian_icons,OCHA Humanitarian Icons,airport not affected,iconsets,icon_data/normalized_256/04_ocha_humanitarian_icons/airport_not_affected__5606829325a2.png,0.3486480712890625,0.023101806640625,2.0,892.0,0.2177734375,73.47085201793722
565bdfb4ded93b7c,01_mcdougall_symbol_icon_set,McDougall Symbol/Icon Set,McDougall item 85,,icon_data/normalized_256/01_mcdougall_symbol_icon_set/mcdougall_085__565bdfb4ded9.png,0.089599609375,0.01739501953125,1.0,298.0,0.07275390625,219.91946308724832
569ca78170ef30ad,11_iso_7010_safety_signs,ISO 7010 Safety Signs,ISO 7010 W026,iconsets,icon_data/normalized_256/11_iso_7010_safety_signs/iso_7010_w026__569ca78170ef.png,0.875,0.0429840087890625,1.0,88.0,0.021484375,744.7272727272727
56bf49614a369441,03_mapbox_maki_icons,Mapbox Maki,historic,cartography / point of interest,icon_data/normalized_256/03_mapbox_maki_icons/historic__56bf49614a36.png,0.6640167236328125,0.012664794921875,1.0,538.0,0.13134765625,121.81412639405204
56fca77111ffbd13,02_aiga_dot_symbol_signs,AIGA/DOT Symbol Signs,Aiga rightanddownarrow,,icon_data/normalized_256/02_aiga_dot_symbol_signs/aiga_rightanddownarrow__56fca77111ff.png,0.490325927734375,0.0187225341796875,1.0,646.0,0.15771484375,101.44891640866874
5745a41760f3e697,01_mcdougall_symbol_icon_set,McDougall Symbol/Icon Set,McDougall item 7,,icon_data/normalized_256/01_mcdougall_symbol_icon_set/mcdougall_007__5745a41760f3.png,0.0638427734375,0.022735595703125,6.0,523.0,0.127685546875,125.30783938814531
5753bbb29a3cf6e4,05_mulberry_symbols,Mulberry Symbols,Judas,iconsets,icon_data/normalized_256/05_mulberry_symbols/judas__5753bbb29a3c.png,0.4980316162109375,0.0635223388671875,1.0,658.0,0.16064453125,99.59878419452887
575e76a069516a8f,02_aiga_dot_symbol_signs,AIGA/DOT Symbol Signs,Aiga watertransportation,,icon_data/normalized_256/02_aiga_dot_symbol_signs/aiga_watertransportation__575e76a06951.png,0.47900390625,0.02587890625,2.0,955.0,0.233154296875,68.62408376963351
5786f314791a3349,04_ocha_humanitarian_icons,OCHA Humanitarian Icons,community engagement,iconsets,icon_data/normalized_256/04_ocha_humanitarian_icons/community_engagement__5786f314791a.png,0.3708038330078125,0.039398193359375,14.0,1474.0,0.35986328125,44.461329715061055
5942b680f6726c6b,11_iso_7010_safety_signs,ISO 7010 Safety Signs,ISO 7010 W031,iconsets,icon_data/normalized_256/11_iso_7010_safety_signs/iso_7010_w031__5942b680f672.png,0.8671875,0.048065185546875,1.0,376.0,0.091796875,174.29787234042553
597a893297e709dd,04_ocha_humanitarian_icons,OCHA Humanitarian Icons,bucket,iconsets,icon_data/normalized_256/04_ocha_humanitarian_icons/bucket__597a893297e7.png,0.7890625,0.02337646484375,1.0,376.0,0.091796875,174.29787234042553
5a286c323372c8bb,12_iso_15223_medical_device_symbols,ISO 15223 Medical Device Symbols,atmospheric pressure limitation,medical device label,icon_data/normalized_256/12_iso_15223_medical_device_symbols/atmospheric_pressure_limitation__5a286c323372.png,0.1573638916015625,0.039825439453125,4.0,1216.0,0.296875,53.89473684210526
5b1679a32c6ee646,05_mulberry_symbols,Mulberry Symbols,Joseph,iconsets,icon_data/normalized_256/05_mulberry_symbols/joseph__5b1679a32c6e.png,0.4322662353515625,0.071685791015625,4.0,817.0,0.199462890625,80.21542227662178
5c000c0625ba1fb6,02_aiga_dot_symbol_signs,AIGA/DOT Symbol Signs,Aiga railtransportation,,icon_data/normalized_256/02_aiga_dot_symbol_signs/aiga_railtransportation__5c000c0625ba.png,0.434173583984375,0.024871826171875,3.0,550.0,0.13427734375,119.15636363636364
5c0453002753f864,05_mulberry_symbols,Mulberry Symbols,Christmas pudding,iconsets,icon_data/normalized_256/05_mulberry_symbols/christmas_pudding__5c0453002753.png,0.5723114013671875,0.060546875,1.0,604.0,0.1474609375,108.50331125827815
5cc0ec603e237840,02_aiga_dot_symbol_signs,AIGA/DOT Symbol Signs,Aiga baggagelockers,,icon_data/normalized_256/02_aiga_dot_symbol_signs/aiga_baggagelockers__5cc0ec603e23.png,0.439300537109375,0.0393829345703125,5.0,1504.0,0.3671875,43.57446808510638
5ce4313da8bc182f,09_universal_symbols_healthcare_webfont,Universal Symbols Healthcare Webfont,i womens health,healthcare wayfinding,icon_data/normalized_256/09_universal_symbols_healthcare_webfont/i_womens_health__5ce4313da8bc.png,0.458465576171875,0.0287628173828125,3.0,1042.0,0.25439453125,62.89443378119002
5d17adf5ceb135d5,09_universal_symbols_healthcare_webfont,Universal Symbols Healthcare Webfont,i mri pet,healthcare wayfinding,icon_data/normalized_256/09_universal_symbols_healthcare_webfont/i_mri_pet__5d17adf5ceb1.png,0.64715576171875,0.0496368408203125,3.0,1399.0,0.341552734375,46.84488920657613
5d2acea1fe822de3,09_universal_symbols_healthcare_webfont,Universal Symbols Healthcare Webfont,i accessibility,healthcare wayfinding,icon_data/normalized_256/09_universal_symbols_healthcare_webfont/i_accessibility__5d2acea1fe82.png,0.2222747802734375,0.02398681640625,1.0,937.0,0.228759765625,69.94236926360726
5d6e4a785578ca47,07_arasaac_pictograms,ARASAAC Pictograms,oven,electrical appliance; cookery,icon_data/normalized_256/07_arasaac_pictograms/10135__5d6e4a785578.png,0.644378662109375,0.0883026123046875,1.0,580.0,0.1416015625,112.99310344827586
5d86a6cf79186361,03_mapbox_maki_icons,Mapbox Maki,cafe,cartography / point of interest,icon_data/normalized_256/03_mapbox_maki_icons/cafe__5d86a6cf7918.png,0.4907379150390625,0.0059661865234375,1.0,658.0,0.16064453125,99.59878419452887
5d96dfc9b1190032,11_iso_7010_safety_signs,ISO 7010 Safety Signs,ISO 7010 W036,iconsets,icon_data/normalized_256/11_iso_7010_safety_signs/iso_7010_w036__5d96dfc9b119.png,0.8671875,0.0634765625,1.0,376.0,0.091796875,174.29787234042553
5da31a704bb7bef9,05_mulberry_symbols,Mulberry Symbols,Ash Wednesday,iconsets,icon_data/normalized_256/05_mulberry_symbols/ash_wednesday__5da31a704bb7.png,0.5185089111328125,0.0587615966796875,1.0,700.0,0.1708984375,93.62285714285714
5e385afcc791cef6,02_aiga_dot_symbol_signs,AIGA/DOT Symbol Signs,Aiga bus,,icon_data/normalized_256/02_aiga_dot_symbol_signs/aiga_bus__5e385afcc791.png,0.6577301025390625,0.027191162109375,1.0,622.0,0.15185546875,105.36334405144694
5e3a48c374c27980,07_arasaac_pictograms,ARASAAC Pictograms,put on shorts,verb; routine,icon_data/normalized_256/07_arasaac_pictograms/10181__5e3a48c374c2.png,0.4630126953125,0.0588226318359375,2.0,943.0,0.230224609375,69.49734888653235
5e3b9d9f5106cdb5,04_ocha_humanitarian_icons,OCHA Humanitarian Icons,debris management,iconsets,icon_data/normalized_256/04_ocha_humanitarian_icons/debris_management__5e3b9d9f5106.png,0.476470947265625,0.0279388427734375,5.0,985.0,0.240478515625,66.53401015228427
5e3fe9ea27623741,03_mapbox_maki_icons,Mapbox Maki,bakery,cartography / point of interest,icon_data/normalized_256/03_mapbox_maki_icons/bakery__5e3fe9ea2762.png,0.4457550048828125,0.0017547607421875,1.0,436.0,0.1064453125,150.3119266055046
5e96e6ee1bed5721,09_universal_symbols_healthcare_webfont,Universal Symbols Healthcare Webfont,billing,healthcare wayfinding,icon_data/normalized_256/09_universal_symbols_healthcare_webfont/billing__5e96e6ee1bed.png,0.8306884765625,0.04095458984375,1.0,1144.0,0.279296875,57.28671328671329
5eafbd9c46e9f61e,04_ocha_humanitarian_icons,OCHA Humanitarian Icons,bus,iconsets,icon_data/normalized_256/04_ocha_humanitarian_icons/bus__5eafbd9c46e9.png,0.64324951171875,0.02996826171875,1.0,1009.0,0.246337890625,64.95143706640238
