rank,distance,source_icon_id,source_set_id,source_set_name,source_label,source_category,source_normalized_path,target_icon_id,target_set_id,target_set_name,target_label,target_category,target_normalized_path
84,0.9880091053740192,96955357c8bb7589,02_aiga_dot_symbol_signs,AIGA/DOT Symbol Signs,Aiga escalator,,icon_data/normalized_256/02_aiga_dot_symbol_signs/aiga_escalator__96955357c8bb.png,a6de329fe05595c3,03_mapbox_maki_icons,Mapbox Maki,hardware,cartography / point of interest,icon_data/normalized_256/03_mapbox_maki_icons/hardware__a6de329fe055.png
85,0.988422452588018,9b8db9ceca7b745d,04_ocha_humanitarian_icons,OCHA Humanitarian Icons,clothing,iconsets,icon_data/normalized_256/04_ocha_humanitarian_icons/clothing__9b8db9ceca7b.png,b8170c7e62df15a5,11_iso_7010_safety_signs,ISO 7010 Safety Signs,ISO 7010 W038,iconsets,icon_data/normalized_256/11_iso_7010_safety_signs/iso_7010_w038__b8170c7e62df.png
86,0.9901276066753616,8eb2ae5e436bf3d9,11_iso_7010_safety_signs,ISO 7010 Safety Signs,ISO 7010 W032,iconsets,icon_data/normalized_256/11_iso_7010_safety_signs/iso_7010_w032__8eb2ae5e436b.png,daf8ff6405884069,06_blissymbolics,Blissymbolics,aunt,Blissymbolics char,icon_data/normalized_256/06_blissymbolics/aunt_28909cfb89b1__daf8ff640588.png
87,0.9935165937760079,e22046506b44b5b2,07_arasaac_pictograms,ARASAAC Pictograms,frightened,qualifying adjective; feeling; halloween,icon_data/normalized_256/07_arasaac_pictograms/10208__e22046506b44.png,e53a47b5300662eb,05_mulberry_symbols,Mulberry Symbols,Christmas bauble,iconsets,icon_data/normalized_256/05_mulberry_symbols/christmas_bauble__e53a47b53006.png
88,0.9945377500057999,672c5ac5c05045ac,11_iso_7010_safety_signs,ISO 7010 Safety Signs,ISO 7010 W022,iconsets,icon_data/normalized_256/11_iso_7010_safety_signs/iso_7010_w022__672c5ac5c050.png,d90a53fc6a52fc3e,04_ocha_humanitarian_icons,OCHA Humanitarian Icons,dangerous area,iconsets,icon_data/normalized_256/04_ocha_humanitarian_icons/dangerous_area__d90a53fc6a52.png
89,0.9954567380435493,0ca7c67b9607dd2a,13_usp_pictograms_manual,USP Pictograms,47,medication instruction,icon_data/normalized_256/13_usp_pictograms_manual/47__0ca7c67b9607.png,569ca78170ef30ad,11_iso_7010_safety_signs,ISO 7010 Safety Signs,ISO 7010 W026,iconsets,icon_data/normalized_256/11_iso_7010_safety_signs/iso_7010_w026__569ca78170ef.png
90,0.9959752584447742,252594db039d92a6,04_ocha_humanitarian_icons,OCHA Humanitarian Icons,email,iconsets,icon_data/normalized_256/04_ocha_humanitarian_icons/email__252594db039d.png,672c5ac5c05045ac,11_iso_7010_safety_signs,ISO 7010 Safety Signs,ISO 7010 W022,iconsets,icon_data/normalized_256/11_iso_7010_safety_signs/iso_7010_w022__672c5ac5c050.png
91,1.0007340043000366,4326713e6d159ffb,10_openmoji,OpenMoji,copyleft symbol,extras-unicode / symbol-other,icon_data/normalized_256/10_openmoji/1f12f__4326713e6d15.png,4b6dc51334050530,02_aiga_dot_symbol_signs,AIGA/DOT Symbol Signs,Aiga cashier,,icon_data/normalized_256/02_aiga_dot_symbol_signs/aiga_cashier__4b6dc5133405.png
92,1.0019427931963223,0ca7c67b9607dd2a,13_usp_pictograms_manual,USP Pictograms,47,medication instruction,icon_data/normalized_256/13_usp_pictograms_manual/47__0ca7c67b9607.png,969d2464f703154e,11_iso_7010_safety_signs,ISO 7010 Safety Signs,ISO 7010 W024,iconsets,icon_data/normalized_256/11_iso_7010_safety_signs/iso_7010_w024__969d2464f703.png
93,1.004038912589312,94c57da7bd24dacc,09_universal_symbols_healthcare_webfont,Universal Symbols Healthcare Webfont,i medical library,healthcare wayfinding,icon_data/normalized_256/09_universal_symbols_healthcare_webfont/i_medical_library__94c57da7bd24.png,d879928d5d662c7b,04_ocha_humanitarian_icons,OCHA Humanitarian Icons,airport closed,iconsets,icon_data/normalized_256/04_ocha_humanitarian_icons/airport_closed__d879928d5d66.png
94,1.0060059623267716,300cef2097e53e7f,10_openmoji,OpenMoji,regional indicator B,extras-unicode / regional-indicator,icon_data/normalized_256/10_openmoji/1f1e7__300cef2097e5.png,a7d66717384d32a7,02_aiga_dot_symbol_signs,AIGA/DOT Symbol Signs,Aiga mail,,icon_data/normalized_256/02_aiga_dot_symbol_signs/aiga_mail__a7d66717384d.png
95,1.0086700645309497,0c2fc4eef9275cc9,11_iso_7010_safety_signs,ISO 7010 Safety Signs,ISO 7010 W029,iconsets,icon_data/normalized_256/11_iso_7010_safety_signs/iso_7010_w029__0c2fc4eef927.png,b2a4d8208fc5eaa5,13_usp_pictograms_manual,USP Pictograms,80,medication instruction,icon_data/normalized_256/13_usp_pictograms_manual/80__b2a4d8208fc5.png
96,1.009386320203961,4326713e6d159ffb,10_openmoji,OpenMoji,copyleft symbol,extras-unicode / symbol-other,icon_data/normalized_256/10_openmoji/1f12f__4326713e6d15.png,827a06d7d1a63dd1,04_ocha_humanitarian_icons,OCHA Humanitarian Icons,coordination,iconsets,icon_data/normalized_256/04_ocha_humanitarian_icons/coordination__827a06d7d1a6.png
97,1.009410488765516,28a8b289ca2c4cde,13_usp_pictograms_manual,USP Pictograms,81,medication instruction,icon_data/normalized_256/13_usp_pictograms_manual/81__28a8b289ca2c.png,4e6eb33dee2b707c,09_universal_symbols_healthcare_webfont,Universal Symbols Healthcare Webfont,i information us,healthcare wayfinding,icon_data/normalized_256/09_universal_symbols_healthcare_webfont/i_information_us__4e6eb33dee2b.png
98,1.0100171554607396,827a06d7d1a63dd1,04_ocha_humanitarian_icons,OCHA Humanitarian Icons,coordination,iconsets,icon_data/normalized_256/04_ocha_humanitarian_icons/coordination__827a06d7d1a6.png,ebb27d9f901db57b,10_openmoji,OpenMoji,copyright,symbols / other-symbol,icon_data/normalized_256/10_openmoji/00a9__ebb27d9f901d.png
99,1.0117420230357794,0125e5eaa978b2be,10_openmoji,OpenMoji,circled cc,extras-unicode / symbol-other,icon_data/normalized_256/10_openmoji/1f16d__0125e5eaa978.png,827a06d7d1a63dd1,04_ocha_humanitarian_icons,OCHA Humanitarian Icons,coordination,iconsets,icon_data/normalized_256/04_ocha_humanitarian_icons/coordination__827a06d7d1a6.png
100,1.0131783873825644,0ca7c67b9607dd2a,13_usp_pictograms_manual,USP Pictograms,47,medication instruction,icon_data/normalized_256/13_usp_pictograms_manual/47__0ca7c67b9607.png,a550646e3a8c8903,11_iso_7010_safety_signs,ISO 7010 Safety Signs,ISO 7010 W017,iconsets,icon_data/normalized_256/11_iso_7010_safety_signs/iso_7010_w017__a550646e3a8c.png
