icon_id,method,variant,k,cluster,quality_score
f566e992afa9517d,kmeans,image,3,2,0.48288
dcb740fe58d93d77,kmeans,image,3,0,0.48288
059bf0b262c52022,kmeans,image,3,2,0.48288
43b6dba70187f179,kmeans,image,3,1,0.48288
c2ffefeef2a9694f,kmeans,image,3,0,0.48288
9833acd035e16ac0,kmeans,image,3,0,0.48288
9a05e7b439a7ed4c,kmeans,image,3,0,0.48288
c27fd1be1f63bdd2,kmeans,image,3,0,0.48288
324c66da2134da0e,kmeans,image,3,2,0.48288
1f37e501ed401f26,kmeans,image,3,2,0.48288
7fb0123a1d2708e6,kmeans,image,3,1,0.48288
97c6ee8e53d4c935,kmeans,image,3,2,0.48288
a673f4a2e23d939c,kmeans,image,3,2,0.48288
2f13bf9462163807,kmeans,image,3,2,0.48288
9851b9107478ba03,kmeans,image,3,2,0.48288
b3d2d456f5c5e85f,kmeans,image,3,1,0.48288
1d2d10f6785f8c16,kmeans,image,3,2,0.48288
7259932e97995938,kmeans,image,3,2,0.48288
f3865a56dcf2e368,kmeans,image,3,2,0.48288
ece390633444297a,kmeans,image,3,2,0.48288
ee41a1309a43b3de,kmeans,image,3,2,0.48288
65675a492a3ad2e4,kmeans,image,3,1,0.48288
7849fdfc251947b4,kmeans,image,3,1,0.48288
ca4e085ad90126ca,kmeans,image,3,1,0.48288
0058ac437a9db12b,kmeans,image,3,1,0.48288
2d4516e619b9bab9,kmeans,image,3,2,0.48288
95a44f2ef3464f32,kmeans,image,3,1,0.48288
214287892e6f3e79,kmeans,image,3,2,0.48288
e862c4c05430d6af,kmeans,image,3,1,0.48288
5b1679a32c6ee646,kmeans,image,3,1,0.48288
5753bbb29a3cf6e4,kmeans,image,3,1,0.48288
357a555da958a121,kmeans,image,3,0,0.48288
d763c55e1eec506e,kmeans,image,3,2,0.48288
4fd048c30fe0b090,kmeans,image,3,2,0.48288
28cf8f007be2dc86,kmeans,image,3,1,0.48288
780b88d5896419b9,kmeans,image,3,2,0.48288
9ae7ea5bbc7903d9,kmeans,image,3,1,0.48288
ba4d90484eb11be6,kmeans,image,3,0,0.48288
6889dea6f94a41e1,kmeans,image,3,1,0.48288
218efdb038dac885,kmeans,image,3,0,0.48288
1ac4e987f177f66d,kmeans,image,3,2,0.48288
782dc4fa727babcf,kmeans,image,3,2,0.48288
f2d0aeb8201782a5,kmeans,image,3,2,0.48288
89ed84c756e89dad,kmeans,image,3,1,0.48288
c775760930f1a497,kmeans,image,3,0,0.48288
025891c6ad0085b0,kmeans,image,3,2,0.48288
323530f96131dd20,kmeans,image,3,2,0.48288
9dab784f30e1f379,kmeans,image,3,1,0.48288
48d008bbee732da8,kmeans,image,3,1,0.48288
9259838b775a4f06,kmeans,image,3,1,0.48288
09bef1532d174fbb,kmeans,image,3,2,0.48288
496be26e57a71c65,kmeans,image,3,1,0.48288
99bda7c697c0e9be,kmeans,image,3,2,0.48288
c379e23ac1f927b1,kmeans,image,3,2,0.48288
7cd0b113bfbef88c,kmeans,image,3,1,0.48288
cbf1da703f258668,kmeans,image,3,2,0.48288
2c8448f7ff75de27,kmeans,image,3,2,0.48288
83ee3993223f49aa,kmeans,image,3,2,0.48288
b2c52892d94d612b,kmeans,image,3,2,0.48288
24f83d7d92f3cd58,kmeans,image,3,2,0.48288
3377feb054597cdd,kmeans,image,3,2,0.48288
f4b2db93819b99e5,kmeans,image,3,2,0.48288
62a3a75b2a7b3ac7,kmeans,image,3,2,0.48288
ca814b950d81443f,kmeans,image,3,1,0.48288
fa2d441300cc16e4,kmeans,image,3,2,0.48288
cac9afb08dc96b4c,kmeans,image,3,1,0.48288
f63ece07c6bc36b8,kmeans,image,3,2,0.48288
bda5f7eeaa6728f8,kmeans,image,3,2,0.48288
dc37412fd4449826,kmeans,image,3,2,0.48288
3f6ea388c0d2f0f4,kmeans,image,3,2,0.48288
00bb34df75e5a3c5,kmeans,image,3,2,0.48288
33d51fd6a121d29a,kmeans,image,3,2,0.48288
c5290415bc5ab0aa,kmeans,image,3,2,0.48288
edfba09a2c1e1d80,kmeans,image,3,0,0.48288
277650c317563bce,kmeans,image,3,2,0.48288
b88a89dfaf5f63ec,kmeans,image,3,2,0.48288
bbf1fa74378d7d5e,kmeans,image,3,2,0.48288
b190ae5652b5fec4,kmeans,image,3,2,0.48288
45d1aab7129da22b,kmeans,image,3,2,0.48288
590c689e34dd9a79,kmeans,image,3,2,0.48288
9268be8c567b5673,kmeans,image,3,2,0.48288
dc6c0656ce5c1453,kmeans,image,3,2,0.48288
4fdb75ec8283d1a8,kmeans,image,3,2,0.48288
1b869985a92d9c4e,kmeans,image,3,2,0.48288
0124a331b801ac98,kmeans,image,3,2,0.48288
51106bd6138d8891,kmeans,image,3,2,0.48288
9190bb0abb1d97a7,kmeans,image,3,2,0.48288
9fb85f49f582fad2,kmeans,image,3,2,0.48288
bdaff5e5e0944ee9,kmeans,image,3,2,0.48288
